player,G,MP,FG,FGA,FG_Pct,3P,3PA,3P_Pct,2P,2PA,2P_Pct,FT,FTA,FT_Pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Stat_Type,Tm_ID,Season_End_Year
Team,82.0,19855.0,3015.0,6594.0,0.457,513.0,1519.0,0.338,2502.0,5075.0,0.493,1546.0,2187.0,0.707,955.0,2501.0,3456.0,1813.0,585.0,402.0,1343.0,1733.0,8089.0,Team_Totals,LAC,2011
Team/G,,242.1,36.8,80.4,0.457,6.3,18.5,0.338,30.5,61.9,0.493,18.9,26.7,0.707,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6,Team_Per_Game,LAC,2011
Team,82.0,19855.0,3134.0,6979.0,0.449,428.0,1277.0,0.335,2706.0,5702.0,0.475,1455.0,1981.0,0.734,1071.0,2526.0,3597.0,1675.0,608.0,391.0,1324.0,1805.0,8151.0,Team_Totals,SAC,2011
Team/G,,242.1,38.2,85.1,0.449,5.2,15.6,0.335,33.0,69.5,0.475,17.7,24.2,0.734,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22.0,99.4,Team_Per_Game,SAC,2011
Team,82.0,19780.0,3148.0,6628.0,0.475,685.0,1727.0,0.397,2463.0,4901.0,0.503,1521.0,1984.0,0.767,829.0,2603.0,3432.0,1836.0,602.0,372.0,1101.0,1556.0,8502.0,Team_Totals,SAS,2011
Team/G,,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30.0,59.8,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19.0,103.7,Team_Per_Game,SAS,2011
Team,82.0,19705.0,3069.0,6463.0,0.475,645.0,1768.0,0.365,2424.0,4695.0,0.516,1437.0,1850.0,0.777,780.0,2618.0,3398.0,1954.0,557.0,352.0,1145.0,1575.0,8220.0,Team_Totals,DAL,2011
Team/G,,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,100.2,Team_Per_Game,DAL,2011
Team,82.0,19830.0,2944.0,6416.0,0.459,444.0,1232.0,0.36,2500.0,5184.0,0.482,1452.0,1897.0,0.765,824.0,2468.0,3292.0,1691.0,624.0,359.0,1069.0,1719.0,7784.0,Team_Totals,NOH,2011
Team/G,,241.8,35.9,78.2,0.459,5.4,15.0,0.36,30.5,63.2,0.482,17.7,23.1,0.765,10.0,30.1,40.1,20.6,7.6,4.4,13.0,21.0,94.9,Team_Per_Game,NOH,2011
Team,82.0,19880.0,3200.0,6801.0,0.471,309.0,926.0,0.334,2891.0,5875.0,0.492,1486.0,1981.0,0.75,970.0,2391.0,3361.0,1691.0,771.0,441.0,1145.0,1705.0,8195.0,Team_Totals,MEM,2011
Team/G,,242.4,39.0,82.9,0.471,3.8,11.3,0.334,35.3,71.6,0.492,18.1,24.2,0.75,11.8,29.2,41.0,20.6,9.4,5.4,14.0,20.8,99.9,Team_Per_Game,MEM,2011
Team,82.0,19880.0,3170.0,6975.0,0.454,677.0,1843.0,0.367,2493.0,5132.0,0.486,1668.0,2083.0,0.801,962.0,2549.0,3511.0,1955.0,581.0,371.0,1110.0,1641.0,8685.0,Team_Totals,HOU,2011
Team/G,,242.4,38.7,85.1,0.454,8.3,22.5,0.367,30.4,62.6,0.486,20.3,25.4,0.801,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20.0,105.9,Team_Per_Game,HOU,2011
Team,66.0,15940.0,2341.0,5086.0,0.46,363.0,988.0,0.367,1978.0,4098.0,0.483,1017.0,1308.0,0.778,509.0,2051.0,2560.0,1557.0,498.0,362.0,979.0,1315.0,6062.0,Team_Totals,BOS,2012
Team/G,,241.5,35.5,77.1,0.46,5.5,15.0,0.367,30.0,62.1,0.483,15.4,19.8,0.778,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,91.8,Team_Per_Game,BOS,2012
Team,66.0,15940.0,2365.0,5335.0,0.443,517.0,1538.0,0.336,1848.0,3797.0,0.487,1211.0,1634.0,0.741,743.0,2012.0,2755.0,1328.0,622.0,276.0,1056.0,1391.0,6458.0,Team_Totals,NYK,2012
Team/G,,241.5,35.8,80.8,0.443,7.8,23.3,0.336,28.0,57.5,0.487,18.3,24.8,0.741,11.3,30.5,41.7,20.1,9.4,4.2,16.0,21.1,97.8,Team_Per_Game,NYK,2012
Team,66.0,15915.0,2471.0,5516.0,0.448,349.0,963.0,0.362,2122.0,4553.0,0.466,889.0,1198.0,0.742,704.0,2144.0,2848.0,1453.0,526.0,340.0,738.0,1157.0,6180.0,Team_Totals,PHI,2012
Team/G,,241.1,37.4,83.6,0.448,5.3,14.6,0.362,32.2,69.0,0.466,13.5,18.2,0.742,10.7,32.5,43.2,22.0,8.0,5.2,11.2,17.5,93.6,Team_Per_Game,PHI,2012
Team,66.0,15965.0,2268.0,5154.0,0.44,365.0,1075.0,0.34,1903.0,4079.0,0.467,1085.0,1410.0,0.77,697.0,2074.0,2771.0,1382.0,429.0,321.0,1001.0,1532.0,5986.0,Team_Totals,TOR,2012
Team/G,,241.9,34.4,78.1,0.44,5.5,16.3,0.34,28.8,61.8,0.467,16.4,21.4,0.77,10.6,31.4,42.0,20.9,6.5,4.9,15.2,23.2,90.7,Team_Per_Game,TOR,2012
Team,66.0,15890.0,2262.0,5320.0,0.425,507.0,1481.0,0.342,1755.0,3839.0,0.457,1113.0,1433.0,0.777,783.0,1879.0,2662.0,1311.0,493.0,260.0,995.0,1268.0,6144.0,Team_Totals,NJN,2012
Team/G,,240.8,34.3,80.6,0.425,7.7,22.4,0.342,26.6,58.2,0.457,16.9,21.7,0.777,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,93.1,Team_Per_Game,NJN,2012
Team,66.0,15940.0,2467.0,5462.0,0.452,419.0,1117.0,0.375,2048.0,4345.0,0.471,1006.0,1394.0,0.722,915.0,2165.0,3080.0,1527.0,456.0,388.0,923.0,1139.0,6359.0,Team_Totals,CHI,2012
Team/G,,241.5,37.4,82.8,0.452,6.3,16.9,0.375,31.0,65.8,0.471,15.2,21.1,0.722,13.9,32.8,46.7,23.1,6.9,5.9,14.0,17.3,96.3,Team_Per_Game,CHI,2012
Team,66.0,15990.0,2354.0,5375.0,0.438,392.0,1064.0,0.368,1962.0,4311.0,0.455,1349.0,1724.0,0.782,826.0,2070.0,2896.0,1228.0,523.0,357.0,925.0,1430.0,6449.0,Team_Totals,IND,2012
Team/G,,242.3,35.7,81.4,0.438,5.9,16.1,0.368,29.7,65.3,0.455,20.4,26.1,0.782,12.5,31.4,43.9,18.6,7.9,5.4,14.0,21.7,97.7,Team_Per_Game,IND,2012
Team,66.0,15865.0,2502.0,5652.0,0.443,436.0,1265.0,0.345,2066.0,4387.0,0.471,1095.0,1415.0,0.774,820.0,1983.0,2803.0,1550.0,548.0,335.0,929.0,1273.0,6535.0,Team_Totals,MIL,2012
Team/G,,240.4,37.9,85.6,0.443,6.6,19.2,0.345,31.3,66.5,0.471,16.6,21.4,0.774,12.4,30.0,42.5,23.5,8.3,5.1,14.1,19.3,99.0,Team_Per_Game,MIL,2012
Team,66.0,15965.0,2291.0,5232.0,0.438,317.0,916.0,0.346,1974.0,4316.0,0.457,1098.0,1461.0,0.752,775.0,1882.0,2657.0,1232.0,460.0,278.0,1033.0,1293.0,5997.0,Team_Totals,DET,2012
Team/G,,241.9,34.7,79.3,0.438,4.8,13.9,0.346,29.9,65.4,0.457,16.6,22.1,0.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,90.9,Team_Per_Game,DET,2012
Team,66.0,15965.0,2261.0,5360.0,0.422,440.0,1273.0,0.346,1821.0,4087.0,0.446,1178.0,1645.0,0.716,841.0,1949.0,2790.0,1308.0,466.0,262.0,1017.0,1317.0,6140.0,Team_Totals,CLE,2012
Team/G,,241.9,34.3,81.2,0.422,6.7,19.3,0.346,27.6,61.9,0.446,17.8,24.9,0.716,12.7,29.5,42.3,19.8,7.1,4.0,15.4,20.0,93.0,Team_Per_Game,CLE,2012
Team,66.0,16040.0,2446.0,5212.0,0.469,370.0,1030.0,0.359,2076.0,4182.0,0.496,1238.0,1598.0,0.775,686.0,2060.0,2746.0,1317.0,585.0,355.0,1002.0,1282.0,6500.0,Team_Totals,MIA,2012
Team/G,,243.0,37.1,79.0,0.469,5.6,15.6,0.359,31.5,63.4,0.496,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,98.5,Team_Per_Game,MIA,2012
Team,66.0,16165.0,2429.0,5348.0,0.454,492.0,1330.0,0.37,1937.0,4018.0,0.482,1025.0,1385.0,0.74,652.0,2066.0,2718.0,1481.0,536.0,303.0,921.0,1178.0,6375.0,Team_Totals,ATL,2012
Team/G,,244.9,36.8,81.0,0.454,7.5,20.2,0.37,29.3,60.9,0.482,15.5,21.0,0.74,9.9,31.3,41.2,22.4,8.1,4.6,14.0,17.8,96.6,Team_Per_Game,ATL,2012
Team,66.0,15965.0,2275.0,5162.0,0.441,670.0,1785.0,0.375,1605.0,3377.0,0.475,995.0,1508.0,0.66,742.0,2060.0,2802.0,1321.0,451.0,275.0,984.0,1168.0,6215.0,Team_Totals,ORL,2012
Team/G,,241.9,34.5,78.2,0.441,10.2,27.0,0.375,24.3,51.2,0.475,15.1,22.8,0.66,11.2,31.2,42.5,20.0,6.8,4.2,14.9,17.7,94.2,Team_Per_Game,ORL,2012
Team,66.0,15865.0,2414.0,5475.0,0.441,344.0,1075.0,0.32,2070.0,4400.0,0.47,1008.0,1386.0,0.727,775.0,1975.0,2750.0,1262.0,527.0,417.0,1008.0,1405.0,6180.0,Team_Totals,WAS,2012
Team/G,,240.4,36.6,83.0,0.441,5.2,16.3,0.32,31.4,66.7,0.47,15.3,21.0,0.727,11.7,29.9,41.7,19.1,8.0,6.3,15.3,21.3,93.6,Team_Per_Game,WAS,2012
Team,66.0,15890.0,2193.0,5293.0,0.414,263.0,892.0,0.295,1930.0,4401.0,0.439,1090.0,1462.0,0.746,677.0,1894.0,2571.0,1326.0,397.0,361.0,957.0,1249.0,5739.0,Team_Totals,CHA,2012
Team/G,,240.8,33.2,80.2,0.414,4.0,13.5,0.295,29.2,66.7,0.439,16.5,22.2,0.746,10.3,28.7,39.0,20.1,6.0,5.5,14.5,18.9,87.0,Team_Per_Game,CHA,2012
Team,66.0,15990.0,2462.0,5229.0,0.471,472.0,1317.0,0.358,1990.0,3912.0,0.509,1406.0,1744.0,0.806,726.0,2157.0,2883.0,1224.0,498.0,539.0,1079.0,1352.0,6802.0,Team_Totals,OKC,2012
Team/G,,242.3,37.3,79.2,0.471,7.2,20.0,0.358,30.2,59.3,0.509,21.3,26.4,0.806,11.0,32.7,43.7,18.5,7.5,8.2,16.3,20.5,103.1,Team_Per_Game,OKC,2012
Team,66.0,16040.0,2572.0,5404.0,0.476,435.0,1311.0,0.332,2137.0,4093.0,0.522,1293.0,1760.0,0.735,738.0,2105.0,2843.0,1581.0,540.0,330.0,1015.0,1297.0,6872.0,Team_Totals,DEN,2012
Team/G,,243.0,39.0,81.9,0.476,6.6,19.9,0.332,32.4,62.0,0.522,19.6,26.7,0.735,11.2,31.9,43.1,24.0,8.2,5.0,15.4,19.7,104.1,Team_Per_Game,DEN,2012
Team,66.0,16165.0,2523.0,5531.0,0.456,273.0,845.0,0.323,2250.0,4686.0,0.48,1258.0,1668.0,0.754,861.0,2055.0,2916.0,1439.0,545.0,385.0,936.0,1441.0,6577.0,Team_Totals,UTA,2012
Team/G,,244.9,38.2,83.8,0.456,4.1,12.8,0.323,34.1,71.0,0.48,19.1,25.3,0.754,13.0,31.1,44.2,21.8,8.3,5.8,14.2,21.8,99.7,Team_Per_Game,UTA,2012
Team,66.0,15965.0,2402.0,5417.0,0.443,478.0,1382.0,0.346,1924.0,4035.0,0.477,1133.0,1423.0,0.796,735.0,1949.0,2684.0,1349.0,528.0,322.0,935.0,1251.0,6415.0,Team_Totals,POR,2012
Team/G,,241.9,36.4,82.1,0.443,7.2,20.9,0.346,29.2,61.1,0.477,17.2,21.6,0.796,11.1,29.5,40.7,20.4,8.0,4.9,14.2,19.0,97.2,Team_Per_Game,POR,2012
Team,66.0,15940.0,2355.0,5434.0,0.433,473.0,1423.0,0.332,1882.0,4011.0,0.469,1281.0,1662.0,0.771,797.0,2089.0,2886.0,1290.0,436.0,293.0,1001.0,1212.0,6464.0,Team_Totals,MIN,2012
Team/G,,241.5,35.7,82.3,0.433,7.2,21.6,0.332,28.5,60.8,0.469,19.4,25.2,0.771,12.1,31.7,43.7,19.5,6.6,4.4,15.2,18.4,97.9,Team_Per_Game,MIN,2012
Team,66.0,16065.0,2429.0,5319.0,0.457,362.0,1112.0,0.326,2067.0,4207.0,0.491,1202.0,1589.0,0.756,799.0,2251.0,3050.0,1485.0,390.0,351.0,997.0,1109.0,6422.0,Team_Totals,LAL,2012
Team/G,,243.4,36.8,80.6,0.457,5.5,16.8,0.326,31.3,63.7,0.491,18.2,24.1,0.756,12.1,34.1,46.2,22.5,5.9,5.3,15.1,16.8,97.3,Team_Per_Game,LAL,2012
Team,66.0,15965.0,2439.0,5366.0,0.455,514.0,1441.0,0.357,1925.0,3925.0,0.49,1046.0,1538.0,0.68,800.0,1943.0,2743.0,1385.0,556.0,315.0,879.0,1399.0,6438.0,Team_Totals,LAC,2012
Team/G,,241.9,37.0,81.3,0.455,7.8,21.8,0.357,29.2,59.5,0.49,15.8,23.3,0.68,12.1,29.4,41.6,21.0,8.4,4.8,13.3,21.2,97.5,Team_Per_Game,LAC,2012
Team,66.0,15840.0,2495.0,5445.0,0.458,444.0,1295.0,0.343,2051.0,4150.0,0.494,1058.0,1397.0,0.757,717.0,2035.0,2752.0,1486.0,431.0,366.0,928.0,1233.0,6492.0,Team_Totals,PHO,2012
Team/G,,240.0,37.8,82.5,0.458,6.7,19.6,0.343,31.1,62.9,0.494,16.0,21.2,0.757,10.9,30.8,41.7,22.5,6.5,5.5,14.1,18.7,98.4,Team_Per_Game,PHO,2012
Team,66.0,15915.0,2489.0,5443.0,0.457,524.0,1351.0,0.388,1965.0,4092.0,0.48,951.0,1235.0,0.77,640.0,1947.0,2587.0,1470.0,528.0,362.0,915.0,1410.0,6453.0,Team_Totals,GSW,2012
Team/G,,241.1,37.7,82.5,0.457,7.9,20.5,0.388,29.8,62.0,0.48,14.4,18.7,0.77,9.7,29.5,39.2,22.3,8.0,5.5,13.9,21.4,97.8,Team_Per_Game,GSW,2012
Team,66.0,15915.0,2490.0,5712.0,0.436,411.0,1301.0,0.316,2079.0,4411.0,0.471,1127.0,1532.0,0.736,882.0,1947.0,2829.0,1271.0,561.0,323.0,952.0,1287.0,6518.0,Team_Totals,SAC,2012
Team/G,,241.1,37.7,86.5,0.436,6.2,19.7,0.316,31.5,66.8,0.471,17.1,23.2,0.736,13.4,29.5,42.9,19.3,8.5,4.9,14.4,19.5,98.8,Team_Per_Game,SAC,2012
Team,66.0,15940.0,2611.0,5463.0,0.478,552.0,1405.0,0.393,2059.0,4058.0,0.507,1067.0,1427.0,0.748,683.0,2153.0,2836.0,1528.0,490.0,293.0,895.0,1143.0,6841.0,Team_Totals,SAS,2012
Team/G,,241.5,39.6,82.8,0.478,8.4,21.3,0.393,31.2,61.5,0.507,16.2,21.6,0.748,10.3,32.6,43.0,23.2,7.4,4.4,13.6,17.3,103.7,Team_Per_Game,SAS,2012
Team,66.0,15940.0,2425.0,5422.0,0.447,277.0,849.0,0.326,2148.0,4573.0,0.47,1142.0,1504.0,0.759,831.0,1944.0,2775.0,1290.0,631.0,345.0,955.0,1316.0,6269.0,Team_Totals,MEM,2012
Team/G,,241.5,36.7,82.2,0.447,4.2,12.9,0.326,32.5,69.3,0.47,17.3,22.8,0.759,12.6,29.5,42.0,19.5,9.6,5.2,14.5,19.9,95.0,Team_Per_Game,MEM,2012
Team,66.0,16065.0,2398.0,5412.0,0.443,497.0,1464.0,0.339,1901.0,3948.0,0.482,1029.0,1334.0,0.771,665.0,2157.0,2822.0,1380.0,565.0,337.0,926.0,1226.0,6322.0,Team_Totals,DAL,2012
Team/G,,243.4,36.3,82.0,0.443,7.5,22.2,0.339,28.8,59.8,0.482,15.6,20.2,0.771,10.1,32.7,42.8,20.9,8.6,5.1,14.0,18.6,95.8,Team_Per_Game,DAL,2012
Team,66.0,16065.0,2489.0,5543.0,0.449,478.0,1330.0,0.359,2011.0,4213.0,0.477,1018.0,1301.0,0.782,769.0,2014.0,2783.0,1404.0,496.0,319.0,955.0,1347.0,6474.0,Team_Totals,HOU,2012
Team/G,,243.4,37.7,84.0,0.449,7.2,20.2,0.359,30.5,63.8,0.477,15.4,19.7,0.782,11.7,30.5,42.2,21.3,7.5,4.8,14.5,20.4,98.1,Team_Per_Game,HOU,2012
Team,66.0,15940.0,2300.0,5103.0,0.451,259.0,777.0,0.333,2041.0,4326.0,0.472,1057.0,1397.0,0.757,724.0,1991.0,2715.0,1368.0,488.0,316.0,1024.0,1324.0,5916.0,Team_Totals,NOH,2012
Team/G,,241.5,34.8,77.3,0.451,3.9,11.8,0.333,30.9,65.5,0.472,16.0,21.2,0.757,11.0,30.2,41.1,20.7,7.4,4.8,15.5,20.1,89.6,Team_Per_Game,NOH,2012
Team,82.0,19730.0,2996.0,6689.0,0.448,891.0,2371.0,0.376,2105.0,4318.0,0.487,1313.0,1729.0,0.759,890.0,2436.0,3326.0,1579.0,672.0,294.0,988.0,1650.0,8196.0,Team_Totals,NYK,2013
Team/G,,240.6,36.5,81.6,0.448,10.9,28.9,0.376,25.7,52.7,0.487,16.0,21.1,0.759,10.9,29.7,40.6,19.3,8.2,3.6,12.0,20.1,100.0,Team_Per_Game,NYK,2013
Team,82.0,19855.0,2942.0,6544.0,0.45,628.0,1760.0,0.357,2314.0,4784.0,0.484,1432.0,1958.0,0.731,1047.0,2460.0,3507.0,1668.0,599.0,391.0,1206.0,1500.0,7944.0,Team_Totals,BRK,2013
Team/G,,242.1,35.9,79.8,0.45,7.7,21.5,0.357,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9,Team_Per_Game,BRK,2013
Team,81.0,19840.0,3001.0,6459.0,0.465,498.0,1390.0,0.358,2503.0,5069.0,0.494,1318.0,1698.0,0.776,654.0,2533.0,3187.0,1843.0,667.0,365.0,1181.0,1717.0,7818.0,Team_Totals,BOS,2013
Team/G,,244.9,37.0,79.7,0.465,6.1,17.2,0.358,30.9,62.6,0.494,16.3,21.0,0.776,8.1,31.3,39.3,22.8,8.2,4.5,14.6,21.2,96.5,Team_Per_Game,BOS,2013
Team,82.0,19755.0,3059.0,6895.0,0.444,518.0,1438.0,0.36,2541.0,5457.0,0.466,1004.0,1377.0,0.729,896.0,2493.0,3389.0,1867.0,609.0,384.0,1070.0,1505.0,7640.0,Team_Totals,PHI,2013
Team/G,,240.9,37.3,84.1,0.444,6.3,17.5,0.36,31.0,66.5,0.466,12.2,16.8,0.729,10.9,30.4,41.3,22.8,7.4,4.7,13.0,18.4,93.2,Team_Per_Game,PHI,2013
Team,82.0,19980.0,2979.0,6685.0,0.446,571.0,1665.0,0.343,2408.0,5020.0,0.48,1442.0,1831.0,0.788,871.0,2426.0,3297.0,1765.0,595.0,392.0,1124.0,1836.0,7971.0,Team_Totals,TOR,2013
Team/G,,243.7,36.3,81.5,0.446,7.0,20.3,0.343,29.4,61.2,0.48,17.6,22.3,0.788,10.6,29.6,40.2,21.5,7.3,4.8,13.7,22.4,97.2,Team_Per_Game,TOR,2013
Team,81.0,19590.0,2845.0,6525.0,0.436,555.0,1599.0,0.347,2290.0,4926.0,0.465,1429.0,1915.0,0.746,1043.0,2671.0,3714.0,1645.0,580.0,513.0,1227.0,1623.0,7674.0,Team_Totals,IND,2013
Team/G,,241.9,35.1,80.6,0.436,6.9,19.7,0.347,28.3,60.8,0.465,17.6,23.6,0.746,12.9,33.0,45.9,20.3,7.2,6.3,15.1,20.0,94.7,Team_Per_Game,IND,2013
Team,82.0,19830.0,2926.0,6698.0,0.437,446.0,1265.0,0.353,2480.0,5433.0,0.456,1343.0,1738.0,0.773,1026.0,2514.0,3540.0,1886.0,588.0,417.0,1171.0,1617.0,7641.0,Team_Totals,CHI,2013
Team/G,,241.8,35.7,81.7,0.437,5.4,15.4,0.353,30.2,66.3,0.456,16.4,21.2,0.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2,Team_Per_Game,CHI,2013
Team,82.0,19830.0,3128.0,7197.0,0.435,601.0,1670.0,0.36,2527.0,5527.0,0.457,1251.0,1700.0,0.736,1068.0,2537.0,3605.0,1876.0,685.0,550.0,1156.0,1554.0,8108.0,Team_Totals,MIL,2013
Team/G,,241.8,38.1,87.8,0.435,7.3,20.4,0.36,30.8,67.4,0.457,15.3,20.7,0.736,13.0,30.9,44.0,22.9,8.4,6.7,14.1,19.0,98.9,Team_Per_Game,MIL,2013
Team,82.0,19805.0,2979.0,6638.0,0.449,513.0,1440.0,0.356,2466.0,5198.0,0.474,1307.0,1870.0,0.699,991.0,2463.0,3454.0,1742.0,574.0,400.0,1241.0,1623.0,7778.0,Team_Totals,DET,2013
Team/G,,241.5,36.3,81.0,0.449,6.3,17.6,0.356,30.1,63.4,0.474,15.9,22.8,0.699,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9,Team_Per_Game,DET,2013
Team,82.0,19730.0,2993.0,6901.0,0.434,547.0,1581.0,0.346,2446.0,5320.0,0.46,1380.0,1826.0,0.756,1004.0,2359.0,3363.0,1694.0,647.0,334.0,1149.0,1737.0,7913.0,Team_Totals,CLE,2013
Team/G,,240.6,36.5,84.2,0.434,6.7,19.3,0.346,29.8,64.9,0.46,16.8,22.3,0.756,12.2,28.8,41.0,20.7,7.9,4.1,14.0,21.2,96.5,Team_Per_Game,CLE,2013
Team,82.0,19880.0,3148.0,6348.0,0.496,717.0,1809.0,0.396,2431.0,4539.0,0.536,1423.0,1887.0,0.754,676.0,2490.0,3166.0,1890.0,710.0,441.0,1143.0,1533.0,8436.0,Team_Totals,MIA,2013
Team/G,,242.4,38.4,77.4,0.496,8.7,22.1,0.396,29.6,55.4,0.536,17.4,23.0,0.754,8.2,30.4,38.6,23.0,8.7,5.4,13.9,18.7,102.9,Team_Per_Game,MIA,2013
Team,82.0,19855.0,3084.0,6644.0,0.464,706.0,1901.0,0.371,2378.0,4743.0,0.501,1158.0,1619.0,0.715,758.0,2593.0,3351.0,2007.0,664.0,369.0,1219.0,1473.0,8032.0,Team_Totals,ATL,2013
Team/G,,242.1,37.6,81.0,0.464,8.6,23.2,0.371,29.0,57.8,0.501,14.1,19.7,0.715,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18.0,98.0,Team_Per_Game,ATL,2013
Team,82.0,19855.0,2910.0,6693.0,0.435,545.0,1495.0,0.365,2365.0,5198.0,0.455,1279.0,1746.0,0.733,887.0,2652.0,3539.0,1775.0,598.0,376.0,1238.0,1681.0,7644.0,Team_Totals,WAS,2013
Team/G,,242.1,35.5,81.6,0.435,6.6,18.2,0.365,28.8,63.4,0.455,15.6,21.3,0.733,10.8,32.3,43.2,21.6,7.3,4.6,15.1,20.5,93.2,Team_Per_Game,WAS,2013
Team,82.0,19805.0,2823.0,6649.0,0.425,469.0,1399.0,0.335,2354.0,5250.0,0.448,1546.0,2060.0,0.75,917.0,2389.0,3306.0,1587.0,591.0,479.0,1153.0,1561.0,7661.0,Team_Totals,CHA,2013
Team/G,,241.5,34.4,81.1,0.425,5.7,17.1,0.335,28.7,64.0,0.448,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4,Team_Per_Game,CHA,2013
Team,82.0,19780.0,3093.0,6904.0,0.448,506.0,1537.0,0.329,2587.0,5367.0,0.482,1026.0,1359.0,0.755,890.0,2612.0,3502.0,1871.0,528.0,358.0,1191.0,1591.0,7718.0,Team_Totals,ORL,2013
Team/G,,241.2,37.7,84.2,0.448,6.2,18.7,0.329,31.5,65.5,0.482,12.5,16.6,0.755,10.9,31.9,42.7,22.8,6.4,4.4,14.5,19.4,94.1,Team_Per_Game,ORL,2013
Team,82.0,19830.0,3126.0,6504.0,0.481,598.0,1588.0,0.377,2528.0,4916.0,0.514,1819.0,2196.0,0.828,854.0,2725.0,3579.0,1753.0,679.0,624.0,1253.0,1654.0,8669.0,Team_Totals,OKC,2013
Team/G,,241.8,38.1,79.3,0.481,7.3,19.4,0.377,30.8,60.0,0.514,22.2,26.8,0.828,10.4,33.2,43.6,21.4,8.3,7.6,15.3,20.2,105.7,Team_Per_Game,OKC,2013
Team,82.0,19905.0,3339.0,6983.0,0.478,521.0,1518.0,0.343,2818.0,5465.0,0.516,1505.0,2148.0,0.701,1092.0,2601.0,3693.0,2002.0,762.0,533.0,1253.0,1682.0,8704.0,Team_Totals,DEN,2013
Team/G,,242.7,40.7,85.2,0.478,6.4,18.5,0.343,34.4,66.6,0.516,18.4,26.2,0.701,13.3,31.7,45.0,24.4,9.3,6.5,15.3,20.5,106.1,Team_Per_Game,DEN,2013
Team,82.0,19880.0,3046.0,6710.0,0.454,507.0,1385.0,0.366,2539.0,5325.0,0.477,1439.0,1883.0,0.764,989.0,2457.0,3446.0,1859.0,690.0,515.0,1210.0,1750.0,8038.0,Team_Totals,UTA,2013
Team/G,,242.4,37.1,81.8,0.454,6.2,16.9,0.366,31.0,64.9,0.477,17.5,23.0,0.764,12.1,30.0,42.0,22.7,8.4,6.3,14.8,21.3,98.0,Team_Per_Game,UTA,2013
Team,82.0,19855.0,3009.0,6715.0,0.448,673.0,1904.0,0.353,2336.0,4811.0,0.486,1304.0,1680.0,0.776,874.0,2474.0,3348.0,1784.0,538.0,353.0,1203.0,1518.0,7995.0,Team_Totals,POR,2013
Team/G,,242.1,36.7,81.9,0.448,8.2,23.2,0.353,28.5,58.7,0.486,15.9,20.5,0.776,10.7,30.2,40.8,21.8,6.6,4.3,14.7,18.5,97.5,Team_Per_Game,POR,2013
Team,82.0,19730.0,2943.0,6702.0,0.439,450.0,1475.0,0.305,2493.0,5227.0,0.477,1515.0,2042.0,0.742,973.0,2473.0,3446.0,1836.0,700.0,387.0,1214.0,1509.0,7851.0,Team_Totals,MIN,2013
Team/G,,240.6,35.9,81.7,0.439,5.5,18.0,0.305,30.4,63.7,0.477,18.5,24.9,0.742,11.9,30.2,42.0,22.4,8.5,4.7,14.8,18.4,95.7,Team_Per_Game,MIN,2013
Team,82.0,19730.0,3160.0,6608.0,0.478,627.0,1752.0,0.358,2533.0,4856.0,0.522,1342.0,1888.0,0.711,938.0,2475.0,3413.0,1958.0,784.0,461.0,1197.0,1716.0,8289.0,Team_Totals,LAC,2013
Team/G,,240.6,38.5,80.6,0.478,7.6,21.4,0.358,30.9,59.2,0.522,16.4,23.0,0.711,11.4,30.2,41.6,23.9,9.6,5.6,14.6,20.9,101.1,Team_Per_Game,LAC,2013
Team,82.0,19805.0,3130.0,6840.0,0.458,658.0,1632.0,0.403,2472.0,5208.0,0.475,1378.0,1744.0,0.79,885.0,2801.0,3686.0,1845.0,567.0,346.0,1236.0,1753.0,8296.0,Team_Totals,GSW,2013
Team/G,,241.5,38.2,83.4,0.458,8.0,19.9,0.403,30.1,63.5,0.475,16.8,21.3,0.79,10.8,34.2,45.0,22.5,6.9,4.2,15.1,21.4,101.2,Team_Per_Game,GSW,2013
Team,82.0,19755.0,3041.0,6640.0,0.458,715.0,2015.0,0.355,2326.0,4625.0,0.503,1584.0,2289.0,0.692,942.0,2732.0,3674.0,1818.0,576.0,429.0,1232.0,1467.0,8381.0,Team_Totals,LAL,2013
