player,G,MP,FG,FGA,FG_Pct,3P,3PA,3P_Pct,2P,2PA,2P_Pct,FT,FTA,FT_Pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Stat_Type,Tm_ID,Season_End_Year
Team,82.0,19730.0,3003.0,6698.0,0.448,583.0,1707.0,0.342,2420.0,4991.0,0.485,1342.0,1848.0,0.726,1002.0,2659.0,3661.0,1757.0,598.0,420.0,1125.0,1609.0,7931.0,Team_Totals,HOU,2008
Team/G,,240.6,36.6,81.7,0.448,7.1,20.8,0.342,29.5,60.9,0.485,16.4,22.5,0.726,12.2,32.4,44.6,21.4,7.3,5.1,13.7,19.6,96.7,Team_Per_Game,HOU,2008
Team,82.0,19730.0,3025.0,6515.0,0.464,494.0,1403.0,0.352,2531.0,5112.0,0.495,1690.0,2075.0,0.814,883.0,2643.0,3526.0,1720.0,490.0,402.0,1037.0,1786.0,8234.0,Team_Totals,DAL,2008
Team/G,,240.6,36.9,79.5,0.464,6.0,17.1,0.352,30.9,62.3,0.495,20.6,25.3,0.814,10.8,32.2,43.0,21.0,6.0,4.9,12.6,21.8,100.4,Team_Per_Game,DAL,2008
Team,82.0,19805.0,3060.0,6737.0,0.454,620.0,1779.0,0.349,2440.0,4958.0,0.492,1517.0,2097.0,0.723,848.0,2567.0,3415.0,1574.0,503.0,386.0,1251.0,1592.0,8257.0,Team_Totals,MEM,2008
Team/G,,241.5,37.3,82.2,0.454,7.6,21.7,0.349,29.8,60.5,0.492,18.5,25.6,0.723,10.3,31.3,41.6,19.2,6.1,4.7,15.3,19.4,100.7,Team_Per_Game,MEM,2008
Team,82.0,19880.0,3075.0,6333.0,0.486,538.0,1355.0,0.397,2537.0,4978.0,0.51,1587.0,2075.0,0.765,869.0,2586.0,3455.0,1862.0,621.0,387.0,1280.0,1897.0,8275.0,Team_Totals,BOS,2009
Team/G,,242.4,37.5,77.2,0.486,6.6,16.5,0.397,30.9,60.7,0.51,19.4,25.3,0.765,10.6,31.5,42.1,22.7,7.6,4.7,15.6,23.1,100.9,Team_Per_Game,BOS,2009
Team,82.0,19755.0,2997.0,6532.0,0.459,341.0,1072.0,0.318,2656.0,5460.0,0.486,1652.0,2216.0,0.745,1039.0,2336.0,3375.0,1647.0,658.0,415.0,1157.0,1650.0,7987.0,Team_Totals,PHI,2009
Team/G,,240.9,36.5,79.7,0.459,4.2,13.1,0.318,32.4,66.6,0.486,20.1,27.0,0.745,12.7,28.5,41.2,20.1,8.0,5.1,14.1,20.1,97.4,Team_Per_Game,PHI,2009
Team,82.0,19830.0,2925.0,6536.0,0.448,652.0,1735.0,0.376,2273.0,4801.0,0.473,1542.0,1980.0,0.779,850.0,2415.0,3265.0,1636.0,559.0,391.0,1075.0,1838.0,8044.0,Team_Totals,NJN,2009
Team/G,,241.8,35.7,79.7,0.448,8.0,21.2,0.376,27.7,58.5,0.473,18.8,24.1,0.779,10.4,29.5,39.8,20.0,6.8,4.8,13.1,22.4,98.1,Team_Per_Game,NJN,2009
Team,82.0,19805.0,3054.0,6673.0,0.458,479.0,1289.0,0.372,2575.0,5384.0,0.478,1534.0,1861.0,0.824,802.0,2513.0,3315.0,1835.0,523.0,390.0,1098.0,1593.0,8121.0,Team_Totals,TOR,2009
Team/G,,241.5,37.2,81.4,0.458,5.8,15.7,0.372,31.4,65.7,0.478,18.7,22.7,0.824,9.8,30.6,40.4,22.4,6.4,4.8,13.4,19.4,99.0,Team_Per_Game,TOR,2009
Team,82.0,19805.0,3157.0,7091.0,0.445,823.0,2284.0,0.36,2334.0,4807.0,0.486,1490.0,1900.0,0.784,911.0,2545.0,3456.0,1738.0,610.0,204.0,1174.0,1672.0,8627.0,Team_Totals,NYK,2009
Team/G,,241.5,38.5,86.5,0.445,10.0,27.9,0.36,28.5,58.6,0.486,18.2,23.2,0.784,11.1,31.0,42.1,21.2,7.4,2.5,14.3,20.4,105.2,Team_Per_Game,NYK,2009
Team,82.0,19780.0,3022.0,6454.0,0.468,656.0,1670.0,0.393,2366.0,4784.0,0.495,1523.0,2012.0,0.757,886.0,2574.0,3460.0,1663.0,593.0,435.0,1045.0,1663.0,8223.0,Team_Totals,CLE,2009
Team/G,,241.2,36.9,78.7,0.468,8.0,20.4,0.393,28.9,58.3,0.495,18.6,24.5,0.757,10.8,31.4,42.2,20.3,7.2,5.3,12.7,20.3,100.3,Team_Per_Game,CLE,2009
Team,82.0,19930.0,3126.0,6846.0,0.457,493.0,1293.0,0.381,2633.0,5553.0,0.474,1633.0,2052.0,0.796,970.0,2481.0,3451.0,1732.0,615.0,453.0,1192.0,1709.0,8378.0,Team_Totals,CHI,2009
Team/G,,243.0,38.1,83.5,0.457,6.0,15.8,0.381,32.1,67.7,0.474,19.9,25.0,0.796,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2,Team_Per_Game,CHI,2009
Team,82.0,19905.0,2981.0,6559.0,0.454,377.0,1079.0,0.349,2604.0,5480.0,0.475,1388.0,1849.0,0.751,949.0,2448.0,3397.0,1689.0,493.0,377.0,973.0,1712.0,7727.0,Team_Totals,DET,2009
Team/G,,242.7,36.4,80.0,0.454,4.6,13.2,0.349,31.8,66.8,0.475,16.9,22.5,0.751,11.6,29.9,41.4,20.6,6.0,4.6,11.9,20.9,94.2,Team_Per_Game,DET,2009
Team,82.0,19830.0,3220.0,7080.0,0.455,652.0,1725.0,0.378,2568.0,5355.0,0.48,1525.0,1890.0,0.807,924.0,2661.0,3585.0,1775.0,573.0,434.0,1189.0,1895.0,8617.0,Team_Totals,IND,2009
Team/G,,241.8,39.3,86.3,0.455,8.0,21.0,0.378,31.3,65.3,0.48,18.6,23.0,0.807,11.3,32.5,43.7,21.6,7.0,5.3,14.5,23.1,105.1,Team_Per_Game,IND,2009
Team,82.0,19780.0,3009.0,6755.0,0.445,511.0,1408.0,0.363,2498.0,5347.0,0.467,1613.0,2067.0,0.78,973.0,2367.0,3340.0,1802.0,609.0,308.0,1154.0,1986.0,8142.0,Team_Totals,MIL,2009
Team/G,,241.2,36.7,82.4,0.445,6.2,17.2,0.363,30.5,65.2,0.467,19.7,25.2,0.78,11.9,28.9,40.7,22.0,7.4,3.8,14.1,24.2,99.3,Team_Per_Game,MIL,2009
Team,82.0,19730.0,2929.0,6416.0,0.457,817.0,2147.0,0.381,2112.0,4269.0,0.495,1611.0,2253.0,0.715,819.0,2728.0,3547.0,1593.0,570.0,439.0,1142.0,1664.0,8286.0,Team_Totals,ORL,2009
Team/G,,240.6,35.7,78.2,0.457,10.0,26.2,0.381,25.8,52.1,0.495,19.6,27.5,0.715,10.0,33.3,43.3,19.4,7.0,5.4,13.9,20.3,101.0,Team_Per_Game,ORL,2009
Team,82.0,19705.0,2956.0,6451.0,0.458,597.0,1633.0,0.366,2359.0,4818.0,0.49,1537.0,2085.0,0.737,870.0,2412.0,3282.0,1657.0,603.0,376.0,1048.0,1610.0,8046.0,Team_Totals,ATL,2009
Team/G,,240.3,36.0,78.7,0.458,7.3,19.9,0.366,28.8,58.8,0.49,18.7,25.4,0.737,10.6,29.4,40.0,20.2,7.4,4.6,12.8,19.6,98.1,Team_Per_Game,ATL,2009
Team,82.0,19955.0,3034.0,6646.0,0.457,582.0,1631.0,0.357,2452.0,5015.0,0.489,1411.0,1871.0,0.754,828.0,2411.0,3239.0,1671.0,651.0,451.0,1026.0,1696.0,8061.0,Team_Totals,MIA,2009
Team/G,,243.4,37.0,81.0,0.457,7.1,19.9,0.357,29.9,61.2,0.489,17.2,22.8,0.754,10.1,29.4,39.5,20.4,7.9,5.5,12.5,20.7,98.3,Team_Per_Game,MIA,2009
Team,82.0,19930.0,2866.0,6299.0,0.455,490.0,1339.0,0.366,2376.0,4960.0,0.479,1455.0,1965.0,0.74,886.0,2366.0,3252.0,1741.0,580.0,397.0,1279.0,1754.0,7677.0,Team_Totals,CHA,2009
Team/G,,243.0,35.0,76.8,0.455,6.0,16.3,0.366,29.0,60.5,0.479,17.7,24.0,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,93.6,Team_Per_Game,CHA,2009
Team,82.0,19705.0,2994.0,6655.0,0.45,395.0,1198.0,0.33,2599.0,5457.0,0.476,1494.0,1948.0,0.767,956.0,2330.0,3286.0,1641.0,619.0,365.0,1146.0,1679.0,7877.0,Team_Totals,WAS,2009
Team/G,,240.3,36.5,81.2,0.45,4.8,14.6,0.33,31.7,66.5,0.476,18.2,23.8,0.767,11.7,28.4,40.1,20.0,7.5,4.5,14.0,20.5,96.1,Team_Per_Game,WAS,2009
Team,82.0,19730.0,3058.0,6510.0,0.47,548.0,1477.0,0.371,2510.0,5033.0,0.499,1891.0,2487.0,0.76,905.0,2507.0,3412.0,1820.0,710.0,492.0,1257.0,1874.0,8555.0,Team_Totals,DEN,2009
Team/G,,240.6,37.3,79.4,0.47,6.7,18.0,0.371,30.6,61.4,0.499,23.1,30.3,0.76,11.0,30.6,41.6,22.2,8.7,6.0,15.3,22.9,104.3,Team_Per_Game,DEN,2009
Team,82.0,19830.0,3018.0,6494.0,0.465,596.0,1555.0,0.383,2422.0,4939.0,0.49,1521.0,1988.0,0.765,1060.0,2360.0,3420.0,1667.0,550.0,402.0,1055.0,1671.0,8153.0,Team_Totals,POR,2009
Team/G,,241.8,36.8,79.2,0.465,7.3,19.0,0.383,29.5,60.2,0.49,18.5,24.2,0.765,12.9,28.8,41.7,20.3,6.7,4.9,12.9,20.4,99.4,Team_Per_Game,POR,2009
Team,82.0,19880.0,3143.0,6623.0,0.475,392.0,1122.0,0.349,2751.0,5501.0,0.5,1814.0,2352.0,0.771,940.0,2423.0,3363.0,2024.0,719.0,374.0,1210.0,1830.0,8492.0,Team_Totals,UTA,2009
Team/G,,242.4,38.3,80.8,0.475,4.8,13.7,0.349,33.5,67.1,0.5,22.1,28.7,0.771,11.5,29.5,41.0,24.7,8.8,4.6,14.8,22.3,103.6,Team_Per_Game,UTA,2009
Team,82.0,19805.0,2986.0,6766.0,0.441,543.0,1539.0,0.353,2443.0,5227.0,0.467,1504.0,1957.0,0.769,975.0,2442.0,3417.0,1674.0,512.0,322.0,1165.0,1785.0,8019.0,Team_Totals,MIN,2009
Team/G,,241.5,36.4,82.5,0.441,6.6,18.8,0.353,29.8,63.7,0.467,18.3,23.9,0.769,11.9,29.8,41.7,20.4,6.2,3.9,14.2,21.8,97.8,Team_Per_Game,MIN,2009
Team,82.0,19805.0,2999.0,6716.0,0.447,328.0,949.0,0.346,2671.0,5767.0,0.463,1626.0,2069.0,0.786,999.0,2497.0,3496.0,1663.0,608.0,371.0,1330.0,1655.0,7952.0,Team_Totals,OKC,2009
Team/G,,241.5,36.6,81.9,0.447,4.0,11.6,0.346,32.6,70.3,0.463,19.8,25.2,0.786,12.2,30.5,42.6,20.3,7.4,4.5,16.2,20.2,97.0,Team_Per_Game,OKC,2009
Team,82.0,19780.0,3307.0,6981.0,0.474,547.0,1516.0,0.361,2760.0,5465.0,0.505,1607.0,2087.0,0.77,1015.0,2587.0,3602.0,1908.0,718.0,420.0,1103.0,1698.0,8768.0,Team_Totals,LAL,2009
Team/G,,241.2,40.3,85.1,0.474,6.7,18.5,0.361,33.7,66.6,0.505,19.6,25.5,0.77,12.4,31.5,43.9,23.3,8.8,5.1,13.5,20.7,106.9,Team_Per_Game,LAL,2009
Team,82.0,19755.0,3373.0,6695.0,0.504,553.0,1445.0,0.383,2820.0,5250.0,0.537,1675.0,2251.0,0.744,900.0,2520.0,3420.0,1905.0,589.0,420.0,1288.0,1691.0,8974.0,Team_Totals,PHO,2009
Team/G,,240.9,41.1,81.6,0.504,6.7,17.6,0.383,34.4,64.0,0.537,20.4,27.5,0.744,11.0,30.7,41.7,23.2,7.2,5.1,15.7,20.6,109.4,Team_Per_Game,PHO,2009
Team,82.0,19880.0,3231.0,7055.0,0.458,550.0,1475.0,0.373,2681.0,5580.0,0.48,1893.0,2392.0,0.791,953.0,2492.0,3445.0,1711.0,638.0,527.0,1201.0,1842.0,8905.0,Team_Totals,GSW,2009
Team/G,,242.4,39.4,86.0,0.458,6.7,18.0,0.373,32.7,68.0,0.48,23.1,29.2,0.791,11.6,30.4,42.0,20.9,7.8,6.4,14.6,22.5,108.6,Team_Per_Game,GSW,2009
Team,82.0,19880.0,2955.0,6696.0,0.441,535.0,1513.0,0.354,2420.0,5183.0,0.467,1354.0,1839.0,0.736,890.0,2377.0,3267.0,1723.0,572.0,482.0,1221.0,1650.0,7799.0,Team_Totals,LAC,2009
Team/G,,242.4,36.0,81.7,0.441,6.5,18.5,0.354,29.5,63.2,0.467,16.5,22.4,0.736,10.9,29.0,39.8,21.0,7.0,5.9,14.9,20.1,95.1,Team_Per_Game,LAC,2009
Team,82.0,19905.0,2990.0,6685.0,0.447,586.0,1594.0,0.368,2404.0,5091.0,0.472,1682.0,2107.0,0.798,840.0,2366.0,3206.0,1619.0,569.0,349.0,1266.0,1910.0,8248.0,Team_Totals,SAC,2009
Team/G,,242.7,36.5,81.5,0.447,7.1,19.4,0.368,29.3,62.1,0.472,20.5,25.7,0.798,10.2,28.9,39.1,19.7,6.9,4.3,15.4,23.3,100.6,Team_Per_Game,SAC,2009
Team,82.0,19905.0,3042.0,6534.0,0.466,625.0,1620.0,0.386,2417.0,4914.0,0.492,1249.0,1641.0,0.761,728.0,2638.0,3366.0,1736.0,474.0,329.0,963.0,1546.0,7958.0,Team_Totals,SAS,2009
Team/G,,242.7,37.1,79.7,0.466,7.6,19.8,0.386,29.5,59.9,0.492,15.2,20.0,0.761,8.9,32.2,41.0,21.2,5.8,4.0,11.7,18.9,97.0,Team_Per_Game,SAS,2009
Team,82.0,19805.0,2959.0,6526.0,0.453,621.0,1656.0,0.375,2338.0,4870.0,0.48,1531.0,1903.0,0.805,862.0,2662.0,3524.0,1662.0,548.0,355.0,1158.0,1553.0,8070.0,Team_Totals,HOU,2009
Team/G,,241.5,36.1,79.6,0.453,7.6,20.2,0.375,28.5,59.4,0.48,18.7,23.2,0.805,10.5,32.5,43.0,20.3,6.7,4.3,14.1,18.9,98.4,Team_Per_Game,HOU,2009
Team,82.0,19805.0,3128.0,6770.0,0.462,571.0,1632.0,0.35,2557.0,5138.0,0.498,1516.0,1852.0,0.819,909.0,2595.0,3504.0,1779.0,591.0,429.0,1043.0,1600.0,8343.0,Team_Totals,DAL,2009
Team/G,,241.5,38.1,82.6,0.462,7.0,19.9,0.35,31.2,62.7,0.498,18.5,22.6,0.819,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,101.7,Team_Per_Game,DAL,2009
Team,82.0,19755.0,2911.0,6366.0,0.457,556.0,1526.0,0.364,2355.0,4840.0,0.487,1479.0,1833.0,0.807,802.0,2453.0,3255.0,1609.0,593.0,338.0,1029.0,1665.0,7857.0,Team_Totals,NOH,2009
Team/G,,240.9,35.5,77.6,0.457,6.8,18.6,0.364,28.7,59.0,0.487,18.0,22.4,0.807,9.8,29.9,39.7,19.6,7.2,4.1,12.5,20.3,95.8,Team_Per_Game,NOH,2009
Team,82.0,19805.0,2865.0,6311.0,0.454,398.0,1106.0,0.36,2467.0,5205.0,0.474,1570.0,2077.0,0.756,847.0,2337.0,3184.0,1423.0,615.0,385.0,1252.0,1777.0,7698.0,Team_Totals,MEM,2009
Team/G,,241.5,34.9,77.0,0.454,4.9,13.5,0.36,30.1,63.5,0.474,19.1,25.3,0.756,10.3,28.5,38.8,17.4,7.5,4.7,15.3,21.7,93.9,Team_Per_Game,MEM,2009
Team,82.0,19780.0,3039.0,6294.0,0.483,499.0,1433.0,0.348,2540.0,4861.0,0.523,1559.0,2090.0,0.746,716.0,2449.0,3165.0,1930.0,701.0,402.0,1219.0,1816.0,8136.0,Team_Totals,BOS,2010
Team/G,,241.2,37.1,76.8,0.483,6.1,17.5,0.348,31.0,59.3,0.523,19.0,25.5,0.746,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,99.2,Team_Per_Game,BOS,2010
Team,82.0,19780.0,3199.0,6631.0,0.482,518.0,1397.0,0.371,2681.0,5234.0,0.512,1618.0,2118.0,0.764,806.0,2507.0,3313.0,1804.0,469.0,384.0,1100.0,1819.0,8534.0,Team_Totals,TOR,2010
